time_sec,gpu_milli,cpu_milli,memory_mib,num_gpu
6454800,9380,130000,270336,11
6458400,9380,130000,270336,11
6462000,9380,130000,270336,11
6465600,9380,130000,270336,11
6469200,9380,130000,270336,11
6472800,9380,130000,270336,11
6476400,9380,130000,270336,11
6480000,9380,130000,270336,11
6483600,9380,130000,270336,11
6487200,9380,130000,270336,11
6490800,9380,130000,270336,11
6494400,9380,130000,270336,11
6498000,9380,130000,270336,11
6501600,9380,130000,270336,11
6505200,9380,130000,270336,11
6508800,9380,130000,270336,11
6512400,9380,130000,270336,11
6516000,9380,130000,270336,11
6519600,9380,130000,270336,11
6523200,9380,130000,270336,11
6526800,9380,130000,270336,11
6530400,9380,130000,270336,11
6534000,9380,130000,270336,11
6537600,9380,130000,270336,11
6541200,9380,130000,270336,11
6544800,9380,130000,270336,11
6548400,9380,130000,270336,11
6552000,9380,130000,270336,11
6555600,9380,130000,270336,11
6559200,9380,130000,270336,11
6562800,9380,130000,270336,11
6566400,9380,130000,270336,11
6570000,9380,130000,270336,11
6573600,9380,130000,270336,11
6577200,9380,130000,270336,11
6580800,9380,130000,270336,11
6584400,9380,130000,270336,11
6588000,10380,138000,303104,12
6591600,10380,138000,303104,12
6595200,10380,138000,303104,12
6598800,10380,138000,303104,12
6602400,10380,138000,303104,12
6606000,10380,138000,303104,12
6609600,10380,138000,303104,12
6613200,10380,138000,303104,12
6616800,10380,138000,303104,12
6620400,10380,138000,303104,12
6624000,10380,138000,303104,12
6627600,10380,138000,303104,12
6631200,10380,138000,303104,12
6634800,10380,138000,303104,12
6638400,10380,138000,303104,12
6642000,10380,138000,303104,12
6645600,10380,138000,303104,12
6649200,10380,138000,303104,12
6652800,10380,138000,303104,12
6656400,10380,138000,303104,12
6660000,10380,138000,303104,12
6663600,10380,138000,303104,12
6667200,10380,138000,303104,12
6670800,10380,138000,303104,12
6674400,10380,138000,303104,12
6678000,10380,138000,303104,12
6681600,10380,138000,303104,12
6685200,10380,138000,303104,12
6688800,10380,138000,303104,12
6692400,10380,138000,303104,12
6696000,10380,138000,303104,12
6699600,10380,138000,303104,12
6703200,10380,138000,303104,12
6706800,10380,138000,303104,12
6710400,10380,138000,303104,12
6714000,10380,138000,303104,12
6717600,10380,138000,303104,12
6721200,10380,138000,303104,12
6724800,10380,138000,303104,12
6728400,10380,138000,303104,12
6732000,10380,138000,303104,12
6735600,10380,138000,303104,12
6739200,10380,138000,303104,12
6742800,10380,138000,303104,12
6746400,10380,138000,303104,12
6750000,10380,138000,303104,12
6753600,10380,138000,303104,12
6757200,10380,138000,303104,12
6760800,10380,138000,303104,12
6764400,10380,138000,303104,12
6768000,10380,138000,303104,12
6771600,10380,138000,303104,12
6775200,10380,138000,303104,12
6778800,10380,138000,303104,12
6782400,10380,138000,303104,12
6786000,10380,138000,303104,12
6789600,10380,138000,303104,12
6793200,10380,138000,303104,12
6796800,10380,138000,303104,12
6800400,10380,138000,303104,12
6804000,10380,138000,303104,12
6807600,10380,138000,303104,12
6811200,10380,138000,303104,12
6814800,10380,138000,303104,12
6818400,10380,138000,303104,12
6822000,10380,138000,303104,12
6825600,10380,138000,303104,12
6829200,10380,138000,303104,12
6832800,10380,138000,303104,12
6836400,10380,138000,303104,12
6840000,10380,138000,303104,12
6843600,10380,138000,303104,12
6847200,10380,138000,303104,12
6850800,10380,138000,303104,12
6854400,10380,138000,303104,12
6858000,10380,138000,303104,12
6861600,10380,138000,303104,12
6865200,10380,138000,303104,12
6868800,10380,138000,303104,12
6872400,10380,138000,303104,12
6876000,10380,138000,303104,12
6879600,10380,138000,303104,12
6883200,10380,138000,303104,12
6886800,10380,138000,303104,12
6890400,10380,138000,303104,12
6894000,10380,138000,303104,12
6897600,10380,138000,303104,12
6901200,10380,138000,303104,12
6904800,10380,138000,303104,12
6908400,10380,138000,303104,12
6912000,10380,138000,303104,12
6915600,10380,138000,303104,12
6919200,10380,138000,303104,12
6922800,10380,138000,303104,12
6926400,10380,138000,303104,12
6930000,10380,138000,303104,12
6933600,10380,138000,303104,12
6937200,10380,138000,303104,12
6940800,10380,138000,303104,12
6944400,10380,138000,303104,12
6948000,10380,138000,303104,12
6951600,10380,138000,303104,12
6955200,10380,138000,303104,12
6958800,10380,138000,303104,12
6962400,10380,138000,303104,12
6966000,10380,138000,303104,12
6969600,10380,138000,303104,12
6973200,10380,138000,303104,12
6976800,11380,146000,319488,13
6980400,11380,146000,319488,13
6984000,11380,146000,319488,13
6987600,11380,146000,319488,13
6991200,11380,146000,319488,13
6994800,11380,146000,319488,13
6998400,11380,146000,319488,13
7002000,11380,146000,319488,13
7005600,11380,146000,319488,13
7009200,11380,146000,319488,13
7012800,11380,146000,319488,13
7016400,11380,146000,319488,13
7020000,11380,146000,319488,13
7023600,11380,146000,319488,13
7027200,11380,146000,319488,13
7030800,11380,146000,319488,13
7034400,11380,146000,319488,13
7038000,11380,146000,319488,13
7041600,11380,146000,319488,13
7045200,11380,146000,319488,13
7048800,11380,146000,319488,13
7052400,11380,146000,319488,13
7056000,11380,146000,319488,13
7059600,11380,146000,319488,13
7063200,11380,146000,319488,13
7066800,11380,146000,319488,13
7070400,11380,146000,319488,13
7074000,11380,146000,319488,13
7077600,11380,146000,319488,13
7081200,11380,146000,319488,13
7084800,11380,146000,319488,13
7088400,11380,146000,319488,13
7092000,11380,146000,319488,13
